1385,4330
6,8386
891,13543
1165,10837
674,14621
57,12166
1460,10235
124,3363
1280,1847
659,8780
722,6158
1276,2173
706,5857
635,830
1460,12473
691,11210
796,7155
105,15146
763,12594
674,7843
668,2151
1038,11148
1247,15152
56,3423
703,5362
38,141
802,14692
6,6161
619,6811
4,5313
709,10860
628,5010
616,5158
624,916
65,10326
611,10171
815,12421
1541,9996
1038,14167
601,5948
24,8130
1311,804
1,6993
17,9122
1025,7452
960,5574
686,16280
31,460
892,50
852,10314
718,14330
1025,5433
1,12752
602,11389
817,12991
691,10245
657,1454
24,11469
819,12107
28,1418
691,16642
1038,12178
725,2068
674,6053
997,1679
625,14447
1089,720
611,7340
1521,14173
654,2843
1169,16948
1169,6330
35,1751
911,15908
124,11457
28,255
1057,11618
20,286
71,14862
829,10939
716,5547
737,9805
773,5505
1466,4880
13,2376
692,11972
124,11021
758,11188
895,11729
691,14606
705,8628
27,13346
1247,1198
705,13925
772,535
20,6584
27,6631
722,14512
780,7456
735,11417
673,5038
602,11570
1179,9310
602,1377
3,12278
717,15315
871,5013
57,178
602,8208
1179,7962
648,966
619,7901
631,7146
38,13723
228,10351
28,9335
9,15188
770,4637
18,8516
855,16976
758,11468
601,9928
722,3364
892,11030
38,6356
20,14319
800,5784
636,1054
124,16764
1247,8995
1179,3436
27,16918
625,14510
628,3277
780,11248
648,13167
1038,6796
609,3835
716,16401
228,2767
1011,14557
1385,13129
1169,14221
762,2642
151,9256
652,13211
764,14761
764,2407
892,15533
15,10588
4,12429
932,12941
4,14239
18,16631
18,7442
722,14091
17,13357
1521,8708
636,4327
1268,2011
1169,3880
1169,11524
1165,12136
1292,6020
735,7566
758,2348
631,14341
619,13009
1276,2466
697,1946
1311,11767
616,16360
228,9454
23,11723
635,1271
785,1033
56,5822
780,3968
611,14762
57,16036
1311,10025
56,14054
960,12452
709,14938
632,2792
891,7309
647,5121
631,3443
783,16525
1311,7774
619,14387
1322,7946
687,5258
35,13158
601,15721
717,11746
693,2958
773,7728
624,6781
6,11671
718,9745
1268,15433
673,15270
1030,397
1292,14202
773,2804
648,11988
18,16403
1011,4459
10,15886
604,13980
601,6295
745,13175
228,1927
836,7811
105,12669
997,1839
616,10076
674,6964
57,13748
871,4662
7,8475
1460,9717
10,14941
620,6820
855,7496
1179,6582
78,10389
1292,9613
1292,6020
796,6893
1385,7585
691,1021
763,11111
10,10755
1010,992
602,8108
609,11396
1089,3712
23,7580
1231,14555
829,16921
1385,16241
687,8612
764,2795
609,9376
141,13247
803,9005
815,4237
1280,8631
762,9149
124,11021
836,319
891,14479
871,308
4,764
650,16871
725,14257
654,9654
667,3656
706,1584
707,14670
852,10825
42,11953
141,15810
34,1798
1089,7799
105,16756
941,4808
891,15828
808,15776
652,4354
604,3459
647,13584
737,5942
960,10923
652,14183
1322,7076
803,16147
37,13186
75,4655
1089,7081
725,833
38,6064
1247,9563
112,13661
815,648
647,6843
33,10556
691,8044
228,11935
648,5576
633,11108
672,11126
49,15765
13,16389
74,2620
624,9387
75,10293
141,5320
673,13277
78,14631
770,8744
15,15816
668,2693
628,4226
647,3384
808,6021
997,6125
686,14795
126,16628
668,15423
636,6605
1231,1314
124,9579
10,8884
1268,5796
722,15415
650,14885
619,15892
615,15226
7,5296
737,5646
829,3422
628,14027
892,13204
228,9822
718,10180
7,8636
674,4639
2,1227
126,2146
127,11221
1169,8530
1011,16545
57,13947
9,6812
803,16986
17,14096
49,4881
718,16975
1280,13017
796,3519
706,7513
1322,8175
643,298
620,9526
619,13507
829,3272
15,12749
8,2201
151,16539
11,7632
24,10776
773,3659
647,6843
855,4965
228,15058
1460,13461
783,14902
1231,8718
609,14727
999,12761
873,7384
10,13478
654,10296
1280,1877
3,3791
9,10142
632,6482
615,12854
16,5106
42,3821
636,13213
27,4020
692,5833
31,4515
703,16456
1165,14963
20,3307
42,16358
718,204
126,2152
997,12894
652,9974
1466,5082
836,8187
667,9872
817,157
764,14780
78,10389
6,11049
832,5300
891,3359
687,6717
228,11935
4,44
611,11860
57,13748
6,11295
1292,10543
650,15933
1311,804
707,8365
18,5611
1038,15890
1385,12581
1322,4782
693,14294
895,1709
652,15573
758,7152
803,13382
647,15444
19,5358
852,264
615,6101
643,11932
31,617
60,11411
703,15161
609,8127
62,13183
633,4613
18,5560
60,9450
783,870
33,3194
624,6861
57,14986
1385,16568
38,13723
27,10233
2,1968
672,8489
697,5921
228,14379
76,2740
1179,13265
1466,7516
1160,5027
829,7886
1292,16335
889,3166
709,10433
873,11330
1385,273
6,5448
611,10971
780,4879
718,16635
722,14791
16,9892
16,10827
801,6245
616,140
895,6575
1617,3918
37,14380
716,10413
764,7759
615,16061
960,4265
33,9610
997,11970
31,9263
773,11130
785,13246
817,6363
1385,4330
141,3964
703,559
625,12194
9,8584
673,13335
932,62
124,12321
1011,13904
1204,450
28,9514
18,13245
78,9746
718,2794
783,1466
783,4040
829,1237
62,16383
708,9557
17,16630
1516,4718
709,352
684,6213
625,2817
783,4040
873,13572
892,7379
1038,10023
667,14768
142,6117
124,15173
960,10161
609,13231
619,6100
1231,9364
892,5315
609,8384
632,11758
808,49
20,6584
873,5660
17,5236
871,16660
999,16988
27,13990
1089,13462
667,15442
1311,10748
1280,7380
745,11776
1089,80
801,14480
709,1816
819,9938
56,4575
49,8867
38,8930
631,2831
142,14446
17,8666
766,15589
11,4266
1160,4039
124,5482
1089,11535
633,13497
604,7819
706,5197
764,8652
126,7232
624,9278
1010,15318
23,13089
1025,8799
74,6771
17,16342
999,11983
18,3887
819,14750
85,2840
27,8749
960,15670
142,10945
616,9852
717,7366
19,5922
674,8830
725,2878
1247,9500
687,11847
722,14512
764,6711
1280,10129
49,1334
725,15840
764,4800
74,7735
126,15179
836,11381
815,10950
636,16032
819,14189
674,8704
1276,7951
1057,16508
602,8286
1466,12641
1204,16734
10,1309
668,14690
873,14823
997,10480
773,16632
667,8152
633,12850
631,3281
708,11382
2,16930
18,1183
127,5191
57,4617
703,6005
1231,10704
691,9801
3,6810
1385,14571
71,8470
705,458
60,14505
785,15254
56,10905
1516,456
124,10206
706,10751
76,8600
112,2224
1385,5694
1010,3548
960,10161
37,6045
601,6667
693,13697
1121,1050
633,11016
745,2555
60,4905
706,10845
124,5482
78,14809
650,9115
1,12633
31,2474
17,4232
4,11479
871,6061
1432,11200
773,9111
3,7189
1038,11251
1331,646
745,11866
124,11165
62,2963
873,1086
972,16496
709,7098
1231,1844
667,13687
999,8145
628,7515
10,8984
17,1165
6,5199
20,3337
620,4202
774,13685
619,9051
693,6636
686,7176
13,5119
112,8015
687,959
42,11953
49,14138
71,2507
19,5559
801,4383
24,6462
633,6237
24,8020
706,12951
632,12526
11,9903
706,4309
142,470
785,15254
228,16418
717,6163
772,11337
105,1041
1311,16371
657,8212
703,11909
37,13225
20,9008
632,3340
722,11161
632,4600
76,7406
228,12900
151,15493
619,12653
616,793
693,12845
972,7832
802,3053
2,2419
57,11401
735,13942
735,12162
730,8115
706,5288
960,13381
624,16040
624,12904
1160,10319
602,1500
758,11468
709,11274
737,16970
1247,14920
1280,1833
105,15547
659,3974
774,13099
657,15317
891,11693
1322,9237
18,4337
891,5759
873,5356
34,4520
1541,10291
126,16941
1311,2515
889,2472
1521,701
56,13777
1160,11966
836,14622
832,3254
762,15227
1204,112
796,14711
697,1662
1247,10681
1038,8399
932,828
817,1580
972,1974
1460,8345
817,13628
1025,15817
1941,10193
11,370
647,10270
2,9453
76,14677
960,14163
648,4893
633,4613
71,14874
1385,11309
1516,8102
773,11363
15,8118
891,13576
1385,8317
667,13341
745,11866
11,14381
852,7824
672,1317
13,12872
11,15408
871,14305
41,7017
836,689
3,15396
62,13427
686,4042
871,11250
18,12646
832,15399
20,9131
609,12034
764,4484
151,9221
1460,819
8,9558
1204,12585
674,15288
780,16442
625,1703
1,5397
932,12582
707,8575
832,16380
873,1086
1231,5933
1247,9563
657,7019
706,782
31,16680
643,3204
657,3065
725,2777
667,9857
49,10427
745,14537
708,10896
76,16612
1280,7380
871,8561
615,10088
1137,7835
647,12868
1121,5141
18,5974
773,15706
972,10369
633,9338
705,16232
718,10476
773,12674
1169,4658
1011,15986
10,14941
668,2151
766,4664
766,7806
725,15840
763,2970
852,5412
1010,5678
697,2113
709,11104
855,8383
1160,787
674,135
891,11085
631,1558
871,7559
836,14622
19,3249
832,9510
609,3170
1311,2515
773,8804
1057,9588
1165,525
654,5950
85,6137
619,1493
10,3304
11,3898
829,3852
41,5965
941,13021
654,15473
1432,12961
873,1495
892,5940
802,1460
941,15008
57,16455
11,4829
636,2485
24,14891
635,10237
871,12337
718,13726
780,8165
602,16279
126,3952
38,14498
735,9388
891,6428
7,13719
631,8642
41,9052
620,9737
717,14646
1268,7349
228,11209
758,11603
142,12067
11,15643
1521,13329
4,5874
770,8491
33,14779
705,15046
228,14379
604,1233
62,15795
693,1002
972,8637
657,10907
127,5253
602,8208
686,16876
652,12317
1432,15170
785,10107
38,9316
1,16627
1247,5927
780,5272
620,6092
615,9701
27,8881
7,13950
674,6680
895,10813
631,14717
941,5850
601,16186
31,7140
773,3973
625,4608
19,3788
871,12809
762,1602
684,8372
611,9756
620,6224
60,10119
718,15755
38,12042
871,272
780,10951
28,6808
85,3467
1011,3528
2349,4822
895,11839
7,9519
75,8439
15,8368
873,4261
686,10651
18,5259
9,2598
16,6261
1160,4542
1089,9140
762,7554
647,5422
762,9753
124,8419
151,12956
62,2983
71,16019
801,12057
1057,16508
11,15408
1089,13524
697,6431
1460,11213
38,8891
62,10405
997,12894
633,11802
693,13334
56,8610
766,1519
891,11403
38,5092
737,3730
141,10740
1010,3043
23,6519
601,3008
1165,790
615,16246
873,14823
659,150
703,10940
871,5680
648,12308
71,6281
722,7409
60,2772
2,12957
49,3932
1247,7897
1322,10005
657,10936
1231,9391
708,3391
772,8678
75,6863
706,7969
686,14795
708,14004
126,1671
126,9168
801,9839
1030,11714
737,5646
35,10646
620,10128
709,3787
801,10122
1204,8695
9,6560
611,10961
1516,9240
718,919
796,13365
1432,6006
758,4308
1121,12754
10,6174
38,7478
601,1876
632,15959
932,6650
636,4327
49,5610
684,16531
960,8510
657,12208
802,12303
783,4732
620,8547
1541,9652
1280,5529
745,11776
6,8231
999,8586
706,13784
1292,633
6,8231
815,11798
852,7824
75,1638
1030,12748
999,15198
1322,10604
33,99
781,16199
1025,8836
717,5271
42,15177
763,1029
829,3948
871,10764
941,3180
999,13906
796,516
659,960
1038,7
1541,12524
891,7309
722,6596
628,10460
717,16386
1311,10025
75,6833
1247,1673
766,10955
1516,11173
1025,4537
13,14340
772,2055
1169,9004
1025,6891
1247,8900
1276,2002
1385,7182
648,7459
625,10818
1466,8087
635,26
42,412
725,6132
722,4113
142,6425
1331,6461
49,9065
832,9566
71,7984
725,591
780,4509
13,438
709,8211
127,12710
737,13007
625,9020
815,10780
1385,12077
49,542
619,15825
141,12003
718,10203
932,5184
1311,8123
1030,13594
659,16236
23,16089
127,6866
941,1789
16,11208
1247,8722
836,7490
9,6752
773,14558
693,2127
836,4744
151,5284
1280,5724
1038,14167
892,1650
151,2629
611,11438
151,2629
871,5447
801,5679
718,15074
71,4627
808,15022
871,16323
20,11830
895,2768
648,9230
1276,11152
76,12268
692,16919
85,13241
619,14421
11,9190
19,2435
65,12437
785,13562
819,572
891,15330
1268,2888
42,2297
873,7378
11,10289
829,6230
672,7172
801,8063
1038,8885
692,576
1169,5708
960,15697
616,5939
624,11034
1010,8651
1030,8784
773,15731
895,14408
1179,5164
7,3769
124,9623
832,3698
35,3188
60,7557
1432,8892
692,8626
10,4903
33,8742
657,7223
999,14542
1322,3128
718,12274
773,2634
684,11141
49,12135
1121,7691
1204,3525
783,11769
60,6127
604,11914
126,2830
6,11049
707,6539
803,5586
1089,9182
703,2937
705,2564
2,12947
49,14910
703,6257
1038,16391
911,13849
611,13483
674,16602
1231,5343
1165,555
38,14374
684,10801
774,13049
42,2012
37,13396
1521,12547
632,12368
1322,12285
13,2632
763,11215
762,1415
770,3515
1204,6255
706,2903
932,15708
892,3302
707,16802
889,10869
112,11289
889,16984
3,1012
1322,13214
126,8824
1292,2110
718,14077
3,7796
20,3307
1280,7868
56,3539
609,3170
652,6395
604,16733
62,4430
817,6559
873,3813
65,1965
707,6653
624,3513
609,5383
673,16409
38,11623
796,12149
2,12834
997,9195
18,12683
832,4769
65,4539
891,9334
708,16113
71,7464
808,4438
28,6296
85,14508
911,13560
601,12822
1466,12565
624,11257
71,13624
71,12933
819,15087
105,10315
28,13487
718,9850
124,16877
19,6912
852,2367
892,10151
1276,821
892,1978
17,12665
667,16274
625,3817
1038,16616
142,12676
817,6512
815,15293
892,11460
745,16306
65,10519
892,11039
1268,931
625,9842
706,12436
1432,12744
785,14543
624,10190
648,4229
785,15820
691,1780
706,3369
75,7933
635,11041
8,6199
62,5596
722,15488
41,10777
74,213
1030,710
124,3363
785,4360
10,13478
71,7896
17,16255
997,12616
1179,2541
619,8414
75,10730
802,10928
42,2041
619,2478
1541,2875
783,12842
75,10305
693,13679
42,10154
1160,10921
764,14761
8,6740
3,1337
18,16414
706,16529
13,13308
76,8935
652,13436
11,9287
766,3325
654,4818
999,1656
722,5979
1516,951
997,7393
722,4068
1025,7452
635,3344
643,16202
141,14851
718,652
703,6978
803,14014
668,16748
667,12730
667,13249
15,15118
1466,14491
1179,6048
1292,16786
611,10619
624,14624
74,15281
112,1790
1169,14221
648,8723
112,15475
852,524
15,16933
801,3779
889,7541
832,10054
708,7912
37,3963
889,8820
41,7719
1322,16101
65,14063
1038,210
1030,15728
895,3389
687,15097
636,1536
42,4268
1011,12215
686,8155
855,12059
692,2636
60,12841
1231,11158
18,4494
1466,14689
1204,10521
35,10887
35,14835
672,12640
703,14392
706,11517
891,5994
105,1004
27,3522
668,2092
71,9112
9,3447
57,2747
668,13814
35,9523
1385,12581
1038,6525
609,12280
28,981
808,15414
697,12924
997,15503
1331,12094
1521,9827
619,3592
708,13618
1521,12514
745,13824
808,11415
4,4514
8,9107
1385,5718
709,2534
1179,11803
76,11834
20,2932
17,12202
277,4297
625,12194
819,7678
972,16164
691,8725
672,5400
23,832
1385,14124
691,14681
705,8685
832,3254
105,9702
997,8423
635,3956
105,2033
24,11815
31,16680
28,11265
633,12910
703,559
941,12207
127,7523
631,9105
691,13931
18,13245
76,12516
1280,7018
604,4119
41,2469
49,8630
151,8992
725,1464
781,9181
709,13481
56,14420
836,15983
892,16827
648,14391
780,10687
706,12231
20,15608
1541,8747
764,3584
819,2159
124,16774
17,13750
895,1689
18,12063
228,14772
707,2267
34,2287
650,2498
1311,8123
773,10399
829,6504
124,14872
889,5911
697,3084
1541,16460
49,14910
60,4632
628,15072
56,10893
16,12141
601,11810
891,5759
999,14443
745,9422
785,3784
648,7459
609,408
892,11692
725,2068
781,6128
85,6813
891,5590
56,4575
673,9906
1276,14076
871,14295
1,12862
124,3363
126,16628
697,2658
1204,16122
228,4453
1204,8077
895,16429
38,5263
7,3153
657,3146
8,12697
62,8648
1322,14199
803,16295
763,3047
9,2902
1516,8102
65,8703
960,9690
803,8058
37,9945
855,5405
75,15331
34,10498
628,4028
774,15787
718,9745
31,10335
37,13389
33,12179
829,3422
832,9394
615,10890
764,10672
2005,1288
722,3364
1462,10405
1292,5208
871,14247
71,4627
672,16754
684,10390
817,10962
780,964
112,9208
829,7284
38,5515
737,13717
112,12636
127,12857
852,5878
620,11174
708,1353
7,7685
56,7718
960,4265
785,12367
24,5180
717,13937
674,12838
766,13695
774,2695
1231,2922
836,7220
1030,269
819,572
56,12810
37,8400
648,6742
773,7940
620,9703
871,308
722,2015
49,14798
23,657
142,7982
78,10948
1010,15718
1010,10622
829,6953
1030,5004
42,11807
1516,11467
1247,8593
78,5155
762,16900
11,9233
801,1128
871,6264
667,16044
780,10687
654,4350
889,10703
624,3513
871,15200
625,16221
633,8200
873,2660
774,389
633,249
780,2183
1460,14987
745,9422
650,1922
1322,8049
3,11649
49,768
142,15911
801,9843
703,11331
773,8591
636,6452
781,2735
65,10578
33,4890
62,2179
1280,365
802,4794
616,2925
1160,15255
112,16081
643,6474
1292,14745
112,6220
1089,14657
1247,7701
1268,8875
126,531
1460,10073
1057,13276
56,12538
717,8664
735,10029
126,385
37,9528
615,1807
620,2308
27,2758
892,9023
745,14246
7,10250
141,3883
1292,9007
770,11915
17,14096
37,2499
659,14373
632,12874
911,15621
668,10347
228,15482
891,6762
716,8934
803,3756
873,6193
19,13847
781,925
2,9453
18,12734
819,8757
3,1785
774,4810
648,4673
6,1531
17,2563
27,10358
737,11385
1385,14581
815,14722
889,3342
1204,4231
1160,350
871,1733
892,13204
735,11741
611,12204
941,6495
772,3872
16,5302
1311,2897
650,1818
7,1681
780,5520
1010,2709
38,7500
60,2909
62,14548
624,6781
1268,11506
932,10198
1541,16865
687,2330
737,2710
960,8767
609,15611
16,12141
127,1010
703,9998
687,12364
652,12445
691,16771
780,631
692,3198
17,4343
785,1020
3,15312
832,10503
611,3013
832,5300
1121,15592
1541,12554
758,3331
1204,4356
703,10940
772,2839
49,9389
33,9610
1038,4911
819,12107
1160,11086
28,2529
1322,7946
1030,4155
737,1955
1204,11458
1521,4344
75,8729
697,2539
892,11977
624,12173
657,7151
763,6770
112,569
737,13869
1292,847
27,6661
8,15126
652,6538
706,13348
999,16880
722,3481
745,875
911,3687
801,1669
42,14123
28,5403
615,12908
1432,5466
709,5519
35,11991
38,12591
65,12717
932,12582
624,10829
932,3263
1057,3350
247,13253
1280,16382
705,14736
71,10750
654,5804
112,12193
817,5374
633,8873
602,5231
17,8613
774,13316
709,5519
142,2351
28,8658
1331,7630
616,15098
16,5302
105,12214
602,13499
71,12182
76,2457
687,13182
11,12343
37,9774
619,10865
1322,7660
852,3031
911,13964
785,13271
1025,891
941,8142
817,13066
1516,5330
674,7838
1,10743
1516,11943
674,4711
999,16197
674,4828
941,16137
604,236
716,10661
3,10400
803,6276
997,14219
18,16920
7,8475
997,2066
687,15056
1466,15654
707,6653
687,5258
852,13548
932,2143
615,16594
697,1911
832,6385
85,11277
620,10650
716,1724
648,311
652,3449
999,5054
1089,15961
124,9623
796,8425
745,9072
717,1114
75,8572
803,9170
1331,9498
873,5128
972,3750
737,6429
609,2559
693,6636
141,12885
49,10277
673,1420
1276,15068
1121,12453
889,8876
625,13954
632,8135
1169,7358
602,11338
631,2448
616,14213
1204,8807
1280,7380
891,6129
112,13126
9,16264
19,5559
889,9375
836,2609
1322,16363
1030,1067
716,10902
1322,4993
6,14217
42,3416
37,13389
1010,6598
56,15656
1268,3950
763,9155
1231,14811
1160,2233
652,11779
891,334
60,4984
1231,13586
7,8024
648,13544
8,2118
684,16205
1516,665
9,6906
625,3877
632,7164
24,7898
1121,7134
34,6659
1,12688
647,2318
15,13184
716,7118
709,7098
708,12499
602,11389
1030,276
10,6874
228,6404
941,6443
891,4648
932,15417
819,1890
1331,11790
659,14907
1385,7571
815,3407
127,12710
801,2737
697,13767
611,6858
697,16609
745,10987
628,3277
1276,6197
1038,7704
619,2047
1268,2508
737,4064
932,8132
657,12131
1276,11152
725,8349
15,13184
855,2053
1268,11466
1385,11627
717,3778
1179,2009
718,10203
774,12545
654,16889
41,11433
722,15415
1247,16868
693,5744
932,3092
667,16739
764,9286
668,5273
619,15935
801,3839
127,12710
1204,1878
57,12166
1169,11521
142,5016
725,5887
56,12538
703,1473
803,11271
817,10701
20,1960
604,8625
836,14622
932,8716
71,3797
796,4962
49,2560
85,9320
781,14513
49,15020
56,2842
932,403
126,16457
873,5661
781,1918
76,13979
691,6007
141,7388
960,6699
693,2637
1322,2430
709,12106
1322,8049
654,11219
758,4949
780,10637
1030,8356
687,4273
667,16044
124,12267
619,10568
1025,11072
774,10120
60,191
112,1749
78,4038
836,9312
852,7563
228,11168
693,1221
785,6690
57,6914
615,9330
832,15600
60,14961
650,5896
1268,16213
815,16644
1231,12011
762,6483
709,15777
1521,16773
763,4821
648,1675
127,15667
1231,16133
941,4399
668,16748
1025,6562
35,8444
1432,16745
691,7460
604,15595
18,11669
1322,10184
31,7750
892,15881
873,6710
1466,2561
126,2959
703,3096
1280,16382
105,1534
781,12518
706,11243
41,12486
703,6081
1038,16289
35,4988
17,12412
3,5773
709,9345
56,9944
1331,13205
8,9790
19,5955
11,4779
17,13750
648,10484
1280,7461
1038,8783
652,12464
56,13939
1541,9773
745,9681
817,8871
657,13418
41,949
829,3036
708,8878
71,4396
997,14219
631,6027
76,12268
1331,11790
796,12880
892,6649
1038,5972
684,10548
802,8814
1,8882
17,11398
37,2499
127,9477
718,9788
34,10273
632,13854
9,16772
686,8389
20,1960
24,4935
76,10501
647,674
35,11134
126,5585
1231,13788
