airlineID,routeID,TV,n_meals,planeTypeID
3321,190,1,2,92
330,192,0,0,170
330,193,0,0,149
330,194,0,0,170
4021,194,0,1,152
330,195,0,0,149
4021,196,0,0,152
330,197,0,0,170
330,198,0,0,15
330,200,0,0,149
330,201,0,1,170
330,203,0,0,15
3090,203,0,0,64
5416,203,0,1,73
330,204,0,1,151
2692,204,0,1,149
330,206,0,0,152
1317,206,0,0,11
330,209,0,0,151
330,210,0,1,149
330,211,0,1,152
33,212,0,0,54
330,212,0,0,149
11838,212,0,0,54
330,213,0,1,54
330,214,0,0,13
330,215,0,0,54
330,216,0,0,54
4021,217,0,1,152
330,218,0,0,152
330,219,0,0,152
330,221,0,1,54
3856,221,0,1,231
330,224,0,0,151
5416,224,0,1,152
5416,226,0,0,152
330,227,0,0,152
330,228,0,0,170
330,231,0,1,151
5416,231,0,0,152
330,232,0,0,151
5416,232,0,0,152
330,234,0,0,54
330,235,0,0,54
330,236,0,0,149
330,238,0,0,54
330,239,0,0,54
29,240,0,0,147
2354,241,0,0,4
502,242,0,1,4
1608,242,0,1,4
1623,242,0,0,4
2354,242,0,0,4
502,243,0,1,4
1608,243,0,0,4
1623,243,0,0,6
2354,243,0,0,4
502,244,0,0,4
1608,244,0,0,4
1623,244,0,0,6
2354,244,0,0,4
502,246,0,0,4
1608,246,0,0,4
1623,246,0,0,4
502,247,0,1,4
1608,247,0,1,4
1623,247,0,0,6
502,249,0,0,4
1608,249,0,1,4
1623,249,0,1,6
502,250,0,0,183
1608,250,0,0,183
502,251,0,0,4
1608,251,0,0,4
2354,251,0,0,4
330,252,0,1,149
330,253,0,0,54
330,254,0,1,149
330,255,0,1,152
2354,258,0,1,4
2354,259,0,0,4
502,260,0,1,4
1608,260,0,0,4
1623,260,0,1,6
330,261,0,0,149
330,262,0,1,152
4021,262,0,1,152
330,266,0,0,151
1317,266,0,0,11
330,267,0,1,149
24,269,1,4,19
4259,269,0,3,19
5265,269,0,3,19
24,272,0,0,75
5265,272,0,0,75
5416,272,0,0,75
24,273,0,1,19
4259,273,0,1,19
5265,273,0,0,19
24,274,0,0,181
2350,274,0,0,181
5265,274,0,0,181
24,275,0,0,181
330,275,0,0,167
5209,275,0,1,167
5265,275,0,1,181
5416,275,0,1,122
24,276,1,1,94
330,276,1,2,98
1355,276,1,1,94
2350,276,1,1,94
2822,276,1,1,94
3320,276,1,2,98
3321,276,1,1,98
24,277,0,1,75
5265,277,0,0,75
5416,277,0,0,75
330,278,0,0,167
330,280,0,0,15
330,281,0,0,54
5209,281,0,0,54
330,283,0,0,21
1317,283,0,0,11
1531,283,0,0,21
3320,283,0,0,21
3321,283,0,0,21
330,284,0,1,13
1317,284,0,1,11
1936,284,0,0,15
137,285,1,1,82
330,285,1,1,98
596,285,1,2,82
1317,285,1,1,19
2009,285,1,1,82
3320,285,1,1,98
3321,285,1,1,98
330,286,0,0,13
1317,286,0,1,11
330,287,1,1,13
330,288,0,1,170
5209,288,0,1,170
330,290,0,NULL,13
330,291,0,0,15
1317,291,0,0,11
330,292,1,1,21
3320,292,1,2,21
3321,292,1,2,21
330,293,1,2,21
3320,293,1,2,21
3321,293,1,2,21
4559,293,0,2,21
5209,293,0,2,21
330,294,0,0,13
1317,294,0,0,19
1936,294,0,1,15
330,295,0,0,122
5209,295,0,0,122
330,296,0,1,166
5209,296,0,0,166
330,297,0,0,92
330,298,0,0,13
5209,298,0,0,13
330,299,0,0,13
1317,299,0,0,75
330,300,0,1,13
1317,300,0,1,19
330,301,0,0,21
3320,301,0,0,21
3321,301,0,1,21
330,302,0,0,92
330,303,0,NULL,13
330,304,0,0,13
1317,304,0,0,11
330,305,0,1,13
5209,305,0,0,13
330,306,0,1,13
1317,306,0,0,75
1936,306,0,0,15
330,307,0,1,15
1317,307,0,1,75
330,308,0,0,149
330,309,0,0,149
330,310,0,1,15
5416,310,0,0,73
330,311,0,1,152
330,312,0,0,15
4021,312,0,1,152
330,313,0,0,170
330,314,0,0,152
330,315,0,1,149
330,316,0,0,152
4021,316,0,0,152
330,317,0,0,149
330,318,0,0,17
330,320,0,0,170
330,321,0,0,152
330,322,0,1,170
330,323,0,0,149
330,324,0,0,17
1317,324,0,1,11
3320,324,0,0,21
3321,324,0,1,21
4559,324,0,0,21
5209,324,0,0,21
330,325,0,0,149
330,326,0,0,151
330,327,0,1,19
4559,327,0,0,21
330,328,0,1,13
137,329,0,0,123
321,329,0,0,123
2009,329,0,0,123
794,330,1,2,19
321,331,0,0,75
4248,332,0,0,92
1936,333,0,0,15
1936,334,0,1,15
2354,335,0,0,4
2354,336,0,1,4
2354,337,0,0,4
330,339,0,1,149
330,340,0,1,149
2354,341,0,0,4
330,342,0,0,149
330,343,0,0,149
4608,356,0,2,19
330,357,0,0,151
341,357,0,0,64
330,358,0,1,170
341,358,0,1,64
330,360,0,0,54
330,363,0,0,54
330,364,0,0,151
330,365,0,0,151
5416,365,0,0,152
3856,366,0,1,231
3856,367,0,0,231
3856,368,0,0,231
330,370,0,1,151
330,371,0,0,54
24,372,0,0,75
5265,372,0,1,75
5416,372,0,1,75
24,373,0,1,64
330,373,0,0,13
24,374,0,1,64
330,374,0,0,13
5209,374,0,1,122
24,375,1,1,82
330,375,1,1,98
1355,375,1,1,82
2350,375,1,1,82
2822,375,1,1,82
3320,375,1,1,98
3321,375,1,1,98
24,376,1,3,101
324,376,1,3,92
330,376,1,3,92
2987,376,1,3,103
2988,376,1,3,103
24,377,0,1,64
330,377,0,0,15
5209,377,0,0,15
24,378,0,0,152
330,378,0,0,151
5209,378,0,0,151
24,379,0,0,17
5265,379,0,1,17
24,380,0,0,152
330,380,0,0,151
2009,380,0,0,152
5209,380,0,1,151
330,381,1,2,95
345,381,1,2,95
330,382,0,0,15
5209,382,0,0,15
324,383,0,0,13
330,383,0,1,13
5209,383,0,0,13
330,384,1,2,82
1868,384,1,3,90
3320,384,1,2,82
3321,384,1,2,82
330,385,0,NULL,98
1680,385,0,NULL,98
324,386,0,0,92
330,386,0,1,92
330,387,0,0,92
28,388,1,1,92
330,388,1,2,92
3163,388,1,1,95
3830,388,0,1,92
330,389,0,1,13
330,390,0,0,21
3320,390,0,1,21
3321,390,0,1,21
330,391,0,0,92
330,392,1,1,98
751,392,1,1,19
330,393,1,4,92
751,393,1,5,92
1758,393,1,5,20
330,394,1,1,13
1317,394,1,1,19
330,395,0,1,170
5209,395,0,0,15
330,396,0,1,96
330,397,0,1,151
330,398,0,0,151
330,399,0,0,170
330,401,0,0,15
330,402,0,0,151
2692,402,0,1,149
330,404,0,0,21
330,405,0,0,170
5416,405,0,0,73
330,407,0,1,152
5416,407,0,0,152
330,408,0,1,152
330,409,0,0,151
2692,409,0,0,149
5416,409,0,0,152
330,410,0,0,170
1317,410,0,0,19
330,411,0,1,151
2692,411,0,0,149
330,412,0,0,151
330,413,0,0,15
3952,413,0,0,97
330,414,0,0,151
1756,415,1,3,27
2091,415,1,3,82
1680,416,0,0,98
502,417,0,1,183
1608,417,0,1,183
1623,417,0,0,183
502,418,0,0,4
1608,418,0,0,4
1623,418,0,0,183
5416,423,0,0,152
330,426,0,1,170
5416,427,0,1,152
330,429,0,1,170
33,431,0,1,54
330,431,0,1,149
11838,431,0,0,54
330,432,0,0,54
330,433,0,1,54
330,434,0,1,54
330,436,0,0,151
330,437,0,0,54
330,439,0,0,151
5416,439,0,1,152
5416,441,0,1,152
330,442,0,1,152
330,443,0,0,170
330,444,0,0,54
330,448,0,0,152
5416,448,0,0,152
2354,449,0,1,4
2354,450,0,1,4
5416,455,0,0,73
330,458,0,0,152
5416,458,0,0,152
330,460,0,0,151
2692,460,0,0,149
5416,460,0,1,152
2692,461,0,1,149
330,463,0,0,149
330,464,0,0,149
341,465,0,0,64
330,466,0,1,170
341,466,0,0,64
341,467,0,0,64
341,468,0,0,64
330,469,0,0,149
330,470,0,0,151
341,470,0,0,64
1317,470,0,0,19
3090,470,0,0,64
5416,470,0,1,152
5416,472,0,0,73
24,473,0,1,215
5265,473,0,0,215
24,474,0,0,64
2009,474,0,0,73
5416,474,0,0,73
24,475,0,1,64
330,475,0,1,13
24,476,0,1,64
330,476,0,0,13
24,477,1,2,90
330,477,1,2,21
1355,477,1,2,90
2350,477,1,1,90
2822,477,1,2,90
3320,477,1,2,21
3321,477,1,1,21
24,478,0,0,64
330,478,0,1,64
5209,478,0,0,74
24,479,0,1,13
5265,479,0,0,13
24,480,0,1,64
330,481,0,1,13
5209,482,0,0,75
330,483,0,1,170
330,484,0,0,98
1317,484,0,1,19
3320,484,0,1,98
3321,484,0,0,98
330,485,0,1,75
5209,485,0,1,75
324,486,1,3,92
330,486,1,3,92
330,488,0,1,13
330,489,0,0,122
5209,489,0,1,122
330,490,1,2,13
330,491,0,0,13
330,492,0,1,151
330,493,0,1,151
5416,493,0,0,152
330,494,0,1,151
5416,494,0,0,73
330,495,0,1,152
330,496,0,1,170
330,497,0,0,54
330,498,0,0,54
330,499,0,0,152
5416,499,0,1,152
330,500,0,1,151
5416,500,0,1,152
330,501,0,1,170
330,502,0,1,170
1317,502,0,0,19
330,504,0,0,54
330,505,0,1,152
330,506,0,0,54
330,507,0,0,152
330,508,0,1,17
3090,508,0,0,64
330,512,0,0,151
2692,512,0,1,149
2692,513,0,1,149
330,517,0,1,151
330,518,0,0,54
330,519,0,0,152
2354,522,0,1,7
2354,523,0,1,7
330,524,0,1,151
5416,524,0,0,152
330,526,0,1,152
330,527,0,1,15
502,529,0,1,4
1608,529,0,1,4
1623,529,0,0,6
502,530,0,1,183
1608,530,0,0,183
1623,530,0,1,6
502,531,0,0,4
1608,531,0,1,4
1623,531,0,0,4
502,532,0,1,4
1608,532,0,0,4
1623,532,0,0,6
330,533,0,1,54
330,535,0,0,54
330,536,0,0,54
330,538,1,1,13
3320,538,1,1,13
3321,538,1,2,13
330,539,0,0,54
330,540,0,0,170
3090,540,0,0,64
4021,540,0,1,152
330,542,0,0,54
330,543,0,1,170
330,545,0,1,15
33,546,0,1,54
330,546,0,1,149
11838,546,0,0,54
330,547,0,0,149
2222,548,1,2,19
3000,548,1,2,20
24,549,0,1,167
5265,549,0,0,167
330,550,0,0,167
24,551,0,0,13
330,551,0,0,167
5209,551,0,1,167
5265,551,0,0,13
5416,551,0,1,13
24,552,0,0,122
2009,552,0,1,122
2350,552,0,0,122
5265,552,0,1,122
5416,552,0,1,122
24,553,0,0,64
330,553,0,0,92
24,554,0,1,75
330,554,0,0,17
5209,554,0,0,17
5265,554,0,1,75
5416,554,0,0,75
24,555,0,0,122
330,555,0,1,170
2009,555,0,0,73
5209,555,0,1,170
5265,555,0,0,122
5416,555,0,0,73
24,556,0,1,101
330,556,0,0,92
1355,556,0,0,103
2350,556,0,0,103
2822,556,0,0,103
3320,556,0,0,92
3321,556,0,1,92
24,557,0,1,64
330,557,0,1,13
1317,557,0,1,75
24,558,0,0,75
330,558,0,1,170
5265,558,0,1,75
5416,558,0,0,75
24,559,0,1,167
330,559,0,0,167
5209,559,0,1,15
5265,559,0,1,182
5416,559,0,0,167
24,560,0,1,167
330,560,0,1,167
5209,560,0,0,167
5265,560,0,1,167
330,561,0,NULL,15
137,562,0,0,122
5416,562,0,0,123
330,563,0,NULL,13
330,564,1,3,98
2222,564,1,3,98
330,565,0,1,13
330,566,1,2,92
1317,566,1,1,11
330,567,0,NULL,13
330,568,0,0,54
5209,568,0,0,54
330,569,1,2,13
330,571,0,1,92
330,572,0,1,170
5209,572,0,0,170
330,573,0,1,149
330,574,0,0,13
137,575,0,1,95
330,575,0,1,98
596,575,0,0,95
1317,575,0,0,19
2009,575,0,0,95
3320,575,0,1,98
3321,575,0,1,98
330,576,0,0,149
5209,576,0,0,150
330,577,0,0,149
5209,577,0,1,149
330,578,1,1,92
3320,578,1,1,92
3321,578,1,2,92
4319,578,0,2,92
330,579,0,1,13
1317,579,0,0,19
330,581,0,0,170
5209,581,0,1,170
330,582,0,0,54
2009,582,0,0,122
5209,582,0,0,54
5416,582,0,0,122
330,583,0,0,92
837,583,0,0,87
1317,583,0,0,11
330,584,0,0,167
5209,584,0,1,167
330,585,0,0,21
596,585,0,0,20
1317,585,0,0,19
2009,585,0,0,20
3320,585,0,1,21
3321,585,0,0,21
330,586,0,0,15
1317,586,0,0,75
330,587,0,0,98
3320,587,0,0,82
3321,587,0,0,82
330,588,0,NULL,170
330,589,0,0,170
330,590,0,NULL,13
1663,590,0,NULL,75
330,591,1,1,92
4867,591,0,2,92
330,592,0,1,170
330,593,0,NULL,96
1680,593,0,NULL,98
330,594,0,0,13
1317,594,0,0,75
5209,596,0,1,122
330,598,1,3,98
4951,598,0,3,98
330,599,0,1,13
1663,599,0,1,75
3826,599,0,0,88
330,600,1,1,92
330,601,1,2,13
330,602,1,1,13
1317,602,1,1,75
330,604,0,1,54
330,605,0,0,13
330,609,1,1,98
3320,609,1,1,98
3321,609,1,1,98
330,610,0,0,13
324,611,1,2,98
330,611,1,2,98
330,612,1,3,98
751,612,1,3,98
2660,612,1,3,101
330,613,0,0,13
330,614,0,0,149
5209,614,0,0,149
330,615,0,NULL,170
330,616,0,0,13
330,617,0,0,13
1317,617,0,1,19
330,618,1,1,96
751,618,1,1,96
330,620,0,0,54
330,621,0,0,15
330,622,0,0,13
330,623,1,2,92
330,624,0,1,170
330,625,0,0,15
5209,625,0,0,15
330,626,0,1,13
330,627,0,0,13
1317,627,0,0,75
1936,627,0,0,15
330,629,0,1,54
330,630,1,1,92
2150,630,1,1,92
330,631,0,1,13
330,632,0,NULL,13
330,633,0,0,92
491,633,0,1,90
3320,633,0,0,90
3321,633,0,0,90
330,634,0,0,13
1317,634,0,0,75
330,635,1,2,103
3210,635,1,2,103
330,636,0,0,149
330,637,0,1,170
330,638,0,1,15
330,639,0,1,152
330,640,0,0,54
330,641,0,1,15
3090,641,0,0,64
330,642,0,1,170
330,643,0,1,170
5416,643,0,1,73
330,644,0,0,152
1317,644,0,0,19
330,645,0,0,13
330,646,0,0,152
330,647,0,1,170
330,648,0,0,152
330,650,0,0,149
330,651,0,1,152
330,652,0,0,149
330,653,0,0,13
1317,653,0,1,11
3320,653,0,1,21
3321,653,0,0,21
4559,653,0,0,21
5209,653,0,0,21
330,654,0,1,17
3952,654,0,0,97
330,655,0,0,15
3090,655,0,1,64
330,656,0,1,170
330,657,0,0,149
330,658,0,0,149
330,659,0,1,15
330,661,0,0,15
330,662,0,1,15
330,663,0,0,54
330,664,0,1,21
4559,664,0,1,21
2091,666,0,1,98
1663,667,0,0,90
3826,667,0,0,88
1663,668,1,1,75
1889,669,0,0,75
1936,670,0,1,15
341,671,0,0,64
341,672,0,1,64
2354,674,0,0,7
2354,676,0,0,7
68,680,0,0,147
2354,680,0,0,4
2354,681,0,0,4
68,682,0,0,147
68,683,0,0,147
68,684,0,0,147
330,686,0,1,151
330,687,0,0,54
3856,688,0,0,231
33,690,0,0,54
330,690,0,0,149
11838,690,0,0,54
33,691,0,0,54
330,691,0,1,149
11838,691,0,0,54
330,692,0,0,149
794,694,0,1,75
794,695,0,0,75
21,696,0,0,15
794,696,0,1,75
21,697,0,1,15
794,697,0,0,73
2548,698,0,0,13
21,699,0,0,13
130,699,0,1,13
137,699,0,0,13
794,699,0,0,19
3090,699,0,0,13
21,700,0,0,13
137,700,0,0,15
794,700,0,0,73
794,701,0,0,6
794,702,0,NULL,75
794,703,0,0,73
794,704,1,1,73
4259,704,0,1,15
794,705,0,0,6
794,706,0,0,73
2439,706,0,0,15
2822,706,0,0,15
5352,706,0,0,15
794,707,0,1,73
794,708,0,0,75
794,709,0,0,75
794,710,0,0,6
794,711,0,0,73
794,712,0,1,73
794,713,0,1,6
794,714,0,0,73
2143,714,0,0,15
794,715,0,1,90
4248,715,0,0,92
794,716,0,1,6
794,717,0,0,75
794,718,0,0,75
794,719,0,0,19
2183,719,0,1,98
794,720,0,0,6
794,721,0,1,6
794,722,0,0,73
596,723,0,0,13
794,723,0,1,73
794,724,0,0,73
3320,724,0,0,13
3321,724,0,0,13
794,725,0,1,6
794,726,0,1,73
794,727,0,0,73
794,728,0,0,6
794,729,0,0,6
794,730,0,0,73
4951,730,0,0,75
794,731,0,1,73
21,732,0,0,15
794,732,0,0,73
794,733,0,0,73
4869,733,0,0,186
21,734,0,0,15
794,734,0,1,73
794,735,0,1,73
2822,735,0,1,13
794,736,0,0,6
794,737,0,0,73
794,738,0,1,6
794,739,0,1,73
794,740,0,0,75
794,741,0,0,6
794,742,0,1,6
21,743,0,0,15
794,743,0,0,73
794,744,0,0,73
794,745,1,2,19
794,746,0,1,75
794,747,0,0,6
794,748,0,0,73
794,749,0,0,6
794,750,0,1,6
794,751,0,0,6
794,752,0,0,75
3258,752,0,1,123
794,753,0,0,75
21,754,0,0,15
794,754,0,1,73
794,755,0,0,73
4870,755,0,0,15
794,756,0,0,73
794,757,1,2,19
1355,758,0,0,71
794,759,0,0,73
794,760,0,0,75
794,761,0,1,75
794,762,0,0,6
794,763,0,1,6
794,764,0,1,6
794,765,0,0,6
794,766,0,0,75
794,767,0,0,75
794,768,0,0,75
794,769,0,0,75
21,770,0,0,13
794,770,0,0,75
794,771,0,0,6
21,772,0,0,13
794,772,0,1,73
794,773,0,0,75
794,774,0,1,6
794,775,0,0,75
794,776,0,1,6
794,777,0,0,6
794,778,0,1,75
21,779,0,0,15
794,779,0,0,75
21,780,0,0,13
794,780,0,0,75
794,781,0,0,75
794,782,0,0,6
21,783,0,0,13
794,783,0,0,73
794,784,0,0,6
794,785,0,1,6
794,786,0,1,6
794,787,0,0,6
794,788,0,0,73
794,789,0,0,75
794,790,0,1,75
21,791,0,0,13
794,791,0,0,75
21,792,0,0,15
794,792,0,0,75
794,793,0,0,6
794,794,0,1,73
2439,794,0,1,15
2822,794,0,1,15
5352,794,0,0,15
794,795,0,1,73
794,796,0,1,6
794,797,0,0,73
2439,797,0,1,15
2822,797,0,0,15
5352,797,0,1,15
794,798,0,0,6
21,799,0,1,13
794,799,0,0,19
794,800,0,0,90
794,801,0,0,6
794,802,0,1,6
794,803,0,1,6
794,804,0,0,75
4951,804,0,0,75
21,805,0,1,15
794,805,0,0,73
21,806,0,0,15
794,806,0,0,73
21,807,0,0,13
794,807,0,0,73
794,808,0,1,6
21,809,0,0,15
794,809,0,0,73
21,810,0,0,13
794,810,0,0,73
596,811,0,0,167
794,812,0,0,6
794,813,0,0,6
794,814,0,0,6
794,815,0,0,6
794,816,0,0,6
794,817,0,1,6
794,818,0,1,6
794,819,0,0,6
794,820,0,0,6
794,821,0,0,75
21,822,0,0,13
794,822,0,1,75
794,823,0,1,6
794,824,0,1,6
794,825,0,0,6
794,826,0,1,6
794,827,0,0,6
794,828,0,0,6
794,829,0,1,73
794,830,0,1,6
794,831,0,0,6
794,832,0,0,73
794,833,0,1,6
794,834,0,0,6
794,835,0,1,6
794,836,0,0,6
794,837,0,0,6
794,838,0,1,6
794,839,0,1,6
794,840,0,0,6
794,841,0,0,6
794,842,0,0,73
794,843,0,1,6
470,844,0,0,216
2682,844,0,0,166
470,845,0,0,216
330,846,0,NULL,20
1531,846,0,NULL,20
2682,846,0,NULL,166
3320,846,0,NULL,20
3321,846,0,NULL,20
5209,846,0,NULL,20
10094,846,0,NULL,15
16811,846,0,NULL,15
16942,846,0,NULL,74
17094,846,0,NULL,15
137,847,1,1,27
407,848,0,0,123
4248,848,0,0,75
20976,848,0,0,123
1750,849,0,0,50
18228,849,0,0,50
1750,850,0,1,50
18228,850,0,1,50
330,851,0,NULL,21
470,851,0,NULL,166
1531,851,0,NULL,21
2220,851,0,NULL,88
2682,851,0,NULL,166
3320,851,0,NULL,21
3321,851,0,NULL,21
5209,851,0,NULL,21
470,853,0,0,216
10094,853,0,0,15
16811,853,0,0,15
17094,853,0,1,15
470,855,0,1,216
470,856,0,1,216
137,858,0,0,20
2009,858,0,0,20
2220,858,0,0,88
3090,858,0,0,19
4248,858,0,0,75
10094,858,0,0,15
16811,858,0,1,15
17094,858,0,0,15
330,859,0,0,21
1531,859,0,0,21
3320,859,0,1,21
3321,859,0,0,21
5209,859,0,0,21
137,860,1,1,27
794,861,0,0,73
4248,862,0,0,75
407,866,0,1,123
595,866,0,0,13
3126,866,0,1,75
20976,866,0,1,123
407,867,0,1,74
595,867,0,0,13
1588,867,0,0,182
2035,867,0,0,182
4292,867,0,0,75
16960,867,0,0,182
20976,867,0,1,74
407,868,0,1,74
595,868,0,0,13
3126,868,0,1,75
20976,868,0,0,74
1588,869,0,0,182
2035,869,0,1,182
2105,869,0,1,53
4496,869,0,0,7
16960,869,0,1,182
17099,869,0,1,53
24,870,1,2,82
1355,870,1,1,82
4248,871,0,1,75
1588,872,0,1,182
2035,872,0,1,182
2105,872,0,0,53
16960,872,0,0,182
17099,872,0,1,53
596,873,1,1,19
1588,874,0,0,182
2035,874,0,0,182
2105,874,0,1,53
16960,874,0,0,182
17099,874,0,0,53
330,876,0,NULL,20
470,876,0,NULL,166
1531,876,0,NULL,21
2220,876,0,NULL,88
2682,876,0,NULL,166
3320,876,0,NULL,21
3321,876,0,NULL,21
5209,876,0,NULL,21
330,877,0,NULL,21
1531,877,0,NULL,20
3320,877,0,NULL,20
3321,877,0,NULL,20
5209,877,0,NULL,20
137,878,0,NULL,95
596,878,0,NULL,95
794,879,0,NULL,75
4248,880,0,NULL,75
137,881,0,1,20
2009,881,0,2,20
3090,881,0,1,20
137,882,0,0,20
407,882,0,0,74
2009,882,0,0,20
3090,882,0,0,20
20976,882,0,0,74
1355,883,1,1,94
407,884,0,1,74
595,884,0,1,13
596,884,0,0,19
1588,884,0,0,182
2035,884,0,0,182
16960,884,0,0,182
20976,884,0,0,74
595,885,0,0,13
595,886,0,1,13
778,886,0,0,64
16415,886,0,0,64
595,887,0,0,13
137,888,1,2,20
4248,889,0,0,75
407,890,1,1,20
1355,890,1,1,82
5347,890,0,1,29
20976,890,0,2,20
137,891,0,0,20
407,891,0,1,74
2009,891,0,0,20
3090,891,0,1,19
20976,891,0,0,74
137,892,0,0,20
2009,892,0,0,20
2220,892,0,0,88
3090,892,0,0,20
4248,892,0,0,75
4951,892,0,0,76
10094,892,0,0,15
16811,892,0,0,15
17094,892,0,0,15
137,893,0,1,20
2009,893,0,1,20
3090,893,0,1,20
794,894,0,1,75
4248,895,0,0,75
3740,896,0,0,15
4513,896,0,0,13
3740,897,0,0,15
5085,897,0,0,123
2548,898,0,0,13
32,899,0,1,13
3258,899,0,0,15
4870,899,0,0,15
32,900,0,1,13
3258,900,0,0,123
4513,900,0,1,13
137,901,0,0,17
3740,901,0,1,15
4513,901,0,1,13
137,902,0,1,13
4870,902,0,0,15
794,903,0,0,73
4870,903,0,1,15
4248,904,0,0,75
596,906,0,0,13
4870,906,0,0,13
3740,907,0,0,15
3740,908,0,0,15
5085,908,0,0,123
3740,909,0,0,15
4870,909,0,1,73
214,910,0,0,17
1868,910,0,0,87
4870,910,0,0,73
214,911,0,1,75
3740,912,0,0,17
4513,912,0,1,13
3740,913,0,0,17
3740,914,0,0,17
4870,914,0,1,73
3740,915,0,0,15
4870,915,0,1,73
1868,916,0,0,87
3740,916,0,0,17
4870,916,0,0,73
3740,917,0,0,15
32,918,0,0,15
3258,918,0,0,123
4513,918,0,1,13
5085,918,0,0,123
470,919,0,0,216
137,920,0,0,27
4248,921,0,0,75
137,922,0,0,187
1792,922,0,0,187
1531,923,0,0,75
4248,923,0,0,75
9818,923,0,1,15
4248,924,0,0,75
9818,924,0,0,15
4248,925,0,0,74
9818,925,0,0,15
2548,926,0,0,13
1531,927,1,3,21
3000,927,1,3,21
1531,928,1,2,21
3000,928,1,2,21
1531,929,1,3,93
2222,929,1,2,19
3000,929,1,3,21
3320,929,1,3,93
3321,929,1,2,93
5209,929,0,3,93
330,930,1,2,20
2222,930,1,2,19
3000,930,1,3,20
96,931,0,0,17
1531,931,0,1,13
5265,931,0,1,17
96,932,0,0,15
1531,932,0,0,15
2684,932,0,1,15
18643,932,0,0,15
137,933,0,0,182
1203,933,0,1,182
1531,933,0,1,47
2297,933,0,0,13
5213,933,0,0,13
137,934,0,0,182
1203,934,0,0,182
24,935,0,0,13
1355,935,0,0,13
1531,935,0,1,13
24,936,1,1,90
5265,936,0,2,91
330,937,0,0,20
1531,937,0,1,20
