business,price,price2,flightID,passengerID
0,45,45,4,64805
0,183,183,4,4602
0,189,189,4,11384
0,192,192,4,62831
0,89,89,4,72147
0,49,49,4,33394
0,61,61,4,354
0,55,55,4,94015
0,134,134,4,81582
0,154,154,4,68487
0,184,184,4,21991
1,169,319,4,56274
0,148,148,4,7048
0,143,143,4,90342
0,93,93,4,83595
0,39,39,4,26761
0,125,125,4,22469
0,157,157,4,92392
0,69,69,4,85750
0,30,30,4,78485
0,112,112,4,33649
0,59,59,4,82657
0,56,56,4,37790
0,121,121,4,35789
1,112,262,4,21861
0,84,84,4,68175
1,114,264,4,71306
0,87,87,4,71851
0,176,176,4,26072
0,50,50,4,64325
0,73,73,4,23305
0,144,144,4,63435
0,149,149,4,21693
0,66,66,4,78520
0,91,91,4,6871
0,180,180,4,91144
0,51,51,4,58349
0,149,149,4,90115
0,50,50,4,80605
0,59,59,4,37414
0,136,136,4,76495
0,31,31,4,17836
1,76,226,4,62554
0,49,49,4,23894
0,51,51,4,62343
0,175,175,4,14799
1,101,251,4,14295
0,186,186,4,3605
0,183,183,4,26341
0,197,197,4,23652
0,102,102,4,33579
0,46,46,4,22351
0,121,121,4,12331
0,123,123,4,10066
0,132,132,4,5988
0,94,94,4,4647
0,98,98,4,75250
0,168,168,4,91096
0,199,199,4,10476
0,72,72,4,43280
0,33,33,4,64468
0,90,90,4,96653
0,183,183,4,21857
0,177,177,4,71850
0,80,80,4,57851
0,101,101,4,74218
0,60,60,4,77256
0,193,193,4,5951
0,188,188,4,13432
0,188,188,4,28002
0,143,143,4,53812
0,121,121,4,15318
0,91,91,4,54465
0,48,48,4,73264
0,100,100,4,27377
0,173,173,4,33734
0,110,110,4,79680
0,122,122,4,20139
0,118,118,4,77461
0,116,116,4,95914
0,63,63,4,81185
0,123,123,4,30632
0,91,91,4,40340
1,60,210,4,92286
0,36,36,4,78984
0,33,33,4,13814
0,46,46,4,2952
0,156,156,4,25029
0,130,130,4,72273
0,125,125,4,33922
0,57,57,4,17263
0,161,161,4,18026
0,134,134,4,29849
0,183,183,4,96177
0,151,151,4,62918
1,93,243,4,24826
0,164,164,4,13836
0,139,139,4,42556
0,152,152,4,26847
0,88,88,4,56500
0,194,194,4,95981
1,173,323,4,25504
0,78,78,4,24408
0,105,105,4,2893
0,133,133,4,63046
0,162,162,4,59783
0,37,37,4,59940
1,81,231,4,11581
1,78,228,4,4190
0,150,150,4,19543
0,39,39,4,59083
0,190,190,4,50759
0,199,199,4,42890
0,179,179,4,42088
0,158,158,4,58351
0,79,79,4,12522
0,147,147,4,87851
0,199,199,4,49011
0,89,89,4,48188
0,60,60,4,18401
0,81,81,4,70826
0,37,37,4,86252
0,84,84,4,15520
0,64,64,4,68388
0,98,98,4,29730
0,63,63,4,15880
0,71,71,4,37164
0,116,116,4,27487
0,66,66,4,44856
0,139,139,4,26004
0,76,76,4,56497
1,38,188,4,58457
0,46,46,4,53626
0,75,75,4,44996
0,159,159,4,71953
0,162,162,4,18822
0,173,173,4,4537
0,95,95,4,62149
0,187,187,4,89881
0,172,172,4,91175
0,56,56,4,65510
0,105,105,4,20141
0,95,95,4,33081
0,75,75,4,50447
0,144,144,4,72301
0,43,43,4,96490
0,147,147,4,3059
0,114,114,4,14156
0,124,124,4,77327
0,72,72,4,28303
0,138,138,4,80114
0,180,180,4,51859
0,45,45,4,80104
0,68,68,4,25883
0,110,110,4,96045
0,98,98,4,48661
0,146,146,4,8438
0,159,159,4,92874
0,162,162,4,88096
0,62,62,4,9705
1,170,320,4,20470
0,120,120,4,58985
0,179,179,4,93504
0,94,94,4,5395
0,176,176,4,95351
0,149,149,4,45602
0,58,58,4,68300
0,163,163,4,37842
0,141,141,4,48496
0,49,49,4,828
0,182,182,4,31036
0,167,167,4,47941
0,73,73,4,56309
0,152,152,4,2824
0,98,98,4,3176
0,70,70,4,3261
0,46,46,4,9602
1,123,273,4,30022
0,47,47,4,86565
0,30,30,4,96899
0,174,174,4,46542
0,123,123,4,61857
0,97,97,4,94394
0,32,32,4,5861
0,143,143,4,58749
0,92,92,4,2585
0,65,65,4,1957
0,59,59,4,58342
0,117,117,4,76699
0,181,181,4,25609
0,140,140,4,74273
0,96,96,4,36252
0,47,47,4,20744
0,100,100,4,94444
0,44,44,4,47477
0,83,83,4,20412
0,72,72,4,13077
0,34,34,4,76345
0,137,137,4,18052
0,127,127,4,19451
0,127,127,4,54297
0,35,35,4,32264
0,49,49,4,12151
0,37,37,4,83199
0,117,117,4,33482
0,41,41,4,27037
0,172,172,4,29793
0,36,36,4,78331
0,120,120,4,40886
0,150,150,4,79610
0,45,45,4,94845
0,198,198,4,79272
0,44,44,4,65516
0,71,71,4,13688
0,132,132,4,34426
0,139,139,4,44466
0,176,176,4,74109
0,184,184,4,57289
0,178,178,4,74581
1,190,340,4,30121
0,199,199,4,17562
0,70,70,4,78089
0,85,85,4,73643
0,53,53,4,72191
0,93,93,4,23729
0,99,99,4,74119
0,45,45,4,18846
0,75,75,4,93377
0,102,102,4,95940
0,150,150,4,12387
0,148,148,4,43554
0,152,152,4,35455
1,152,302,4,45848
0,123,123,4,84905
0,43,43,4,72369
0,40,40,4,22393
0,146,146,4,83120
0,83,83,4,83050
0,170,170,4,79052
0,101,101,4,63915
0,76,76,4,30057
0,68,68,4,54175
0,59,59,4,64156
0,86,86,4,39441
0,83,83,4,4005
0,147,147,4,52915
0,127,127,4,88479
0,173,173,4,90356
0,189,189,4,46871
0,200,200,4,10357
0,71,71,4,64933
1,176,326,4,28435
0,30,30,4,25192
0,143,143,4,58574
0,74,74,4,34778
0,71,71,4,41672
0,120,120,4,1793
0,184,184,4,87234
0,83,83,4,33042
0,97,97,4,28276
0,41,41,4,63129
0,34,34,4,80590
0,90,90,4,50066
0,87,87,4,57320
0,86,86,4,29484
0,81,81,4,19760
0,87,87,4,39047
0,65,65,4,24458
0,42,42,4,44211
0,90,90,4,20163
0,139,139,4,37902
0,120,120,4,66769
0,41,41,4,6836
0,56,56,4,50252
0,103,103,4,69764
0,165,165,4,96047
0,69,69,4,71781
0,144,144,4,73300
0,141,141,4,57748
0,147,147,4,16448
0,43,43,4,4257
0,104,104,4,59406
0,30,30,4,46637
0,78,78,4,12408
0,50,50,4,10287
0,200,200,4,79419
0,113,113,4,90571
0,195,195,4,52876
0,156,156,4,7399
0,115,115,4,24858
0,178,178,4,9546
0,133,133,4,73743
0,39,39,4,94383
0,34,34,4,85791
0,54,54,4,29466
0,90,90,4,9589
0,76,76,4,77483
0,173,173,4,15757
0,40,40,4,27715
0,32,32,4,75615
0,166,166,4,62196
0,147,147,4,87625
0,159,159,4,22762
0,163,163,4,5952
0,170,170,4,37475
0,198,198,4,88932
0,82,82,4,37751
0,132,132,4,20429
0,89,89,4,96740
0,116,116,4,2023
0,47,47,4,43067
0,182,182,4,35771
0,148,148,4,76450
0,104,104,4,25922
0,170,170,4,40356
0,148,148,4,50693
0,130,130,4,37578
0,113,113,4,24641
0,199,199,4,23911
0,98,98,4,92278
0,179,179,4,33074
0,40,40,4,21373
0,62,62,4,22647
0,165,165,4,45361
0,40,40,4,78558
1,116,266,4,94422
0,132,132,4,8601
1,159,309,4,16685
0,63,63,4,24160
0,57,57,4,59481
0,178,178,4,21962
0,80,80,4,64738
0,126,126,4,93218
0,132,132,4,75861
0,83,83,4,63844
0,146,146,4,83151
0,70,70,4,44701
0,166,166,4,51536
0,136,136,4,23742
1,127,277,4,67381
0,184,184,4,7270
0,141,141,4,26371
0,191,191,4,54907
0,73,73,4,41231
0,170,170,4,76529
0,40,40,4,8602
0,141,141,4,78016
0,90,90,4,70610
0,152,152,4,5878
0,128,128,4,39444
0,126,126,4,68340
0,170,170,4,15191
1,188,338,4,38731
0,156,156,4,60784
0,127,127,4,6684
0,56,56,4,32762
0,107,107,4,22277
0,186,186,4,22146
0,54,54,4,58230
0,99,99,4,32000
0,78,78,4,76232
0,155,155,4,31738
1,117,267,4,5511
0,183,183,4,94177
0,75,75,4,84395
0,102,102,4,81406
0,41,41,4,87119
0,73,73,4,13692
0,60,60,4,55642
0,197,197,4,3403
0,108,108,4,3041
0,198,198,4,75792
0,143,143,4,26109
0,155,155,4,77217
0,147,147,818,78251
0,157,157,818,56999
0,221,221,818,36643
0,144,144,818,5345
0,175,175,818,91310
0,172,172,818,33791
0,192,192,818,75922
0,246,246,818,91941
0,216,216,818,70205
0,154,154,818,58679
0,153,153,818,86585
0,213,213,818,4172
0,192,192,818,19090
0,162,162,818,87172
0,215,215,818,43791
0,269,269,818,55337
0,228,228,818,8351
0,182,182,818,82894
0,130,130,818,13831
0,249,249,818,12121
0,115,115,818,46656
0,299,299,818,80563
0,286,286,818,25826
0,203,203,818,76556
0,79,79,818,63986
0,146,146,818,14415
0,264,264,818,21512
0,237,237,818,78859
0,152,152,818,78141
0,270,270,818,27516
0,142,142,818,65856
0,60,60,818,48028
0,299,299,818,62320
0,294,294,818,68860
0,105,105,818,3226
0,127,127,818,32845
0,208,208,818,4309
0,180,180,818,34376
0,92,92,818,76534
1,233,383,818,8914
0,248,248,818,23932
0,109,109,818,44939
0,119,119,818,82883
0,129,129,818,84254
0,83,83,818,13705
0,126,126,818,52035
0,204,204,818,19568
0,287,287,818,46492
0,106,106,818,91700
0,152,152,818,22387
0,90,90,818,51736
0,253,253,818,31847
0,155,155,818,10082
0,266,266,818,25662
0,62,62,818,38642
0,134,134,818,28722
0,299,299,818,51605
0,188,188,818,54607
0,256,256,818,50937
0,77,77,818,70503
0,197,197,818,81774
0,280,280,818,61643
0,66,66,818,24929
0,145,145,818,25267
0,213,213,818,92954
0,117,117,818,75521
0,112,112,818,85869
0,180,180,818,12024
0,239,239,818,76763
0,210,210,818,708
0,138,138,818,93228
0,156,156,818,429
0,113,113,818,30356
0,96,96,818,63152
0,148,148,818,46249
0,268,268,818,55633
0,282,282,818,73570
0,260,260,818,40157
0,201,201,818,32267
0,220,220,818,80945
0,93,93,818,65675
1,80,230,818,32815
0,168,168,818,12489
0,263,263,818,27466
0,121,121,818,80705
0,145,145,818,40831
0,279,279,818,95604
0,99,99,818,16963
0,79,79,818,48463
0,246,246,818,70199
0,295,295,818,11102
0,194,194,818,75569
0,66,66,818,19556
0,114,114,818,2020
0,94,94,818,79291
0,219,219,818,28754
1,295,445,818,57481
0,162,162,818,94523
0,295,295,818,55238
0,121,121,818,44195
0,79,79,818,74848
0,67,67,818,29378
0,131,131,818,87879
0,109,109,818,91838
0,142,142,818,4714
0,220,220,818,76110
0,284,284,818,80923
1,190,340,818,74755
0,139,139,818,41704
0,93,93,818,73589
0,259,259,818,48368
0,230,230,818,15073
0,119,119,818,43710
0,73,73,818,18299
0,175,175,818,69537
0,110,110,818,30653
0,156,156,818,72981
0,196,196,818,51307
0,264,264,818,80529
0,126,126,818,71768
0,214,214,818,73302
0,283,283,818,59489
0,85,85,818,15595
0,180,180,818,21979
0,156,156,818,78104
0,182,182,818,91890
0,213,213,818,25772
0,112,112,818,68969
0,145,145,818,32003
0,205,205,818,72740
0,61,61,818,31241
0,178,178,818,75887
0,230,230,818,41182
0,232,232,818,83393
0,293,293,818,24996
0,125,125,818,82980
0,80,80,818,12611
0,242,242,818,6880
0,186,186,818,6680
0,97,97,818,27772
0,77,77,818,46738
0,86,86,818,71712
1,201,351,818,91413
1,210,360,818,76421
0,180,180,818,68075
0,231,231,818,41446
0,244,244,818,88845
0,129,129,818,17084
0,103,103,818,85621
0,63,63,818,18466
0,99,99,818,10529
0,190,190,818,74301
0,287,287,818,84499
0,148,148,818,90097
0,260,260,818,3053
0,150,150,818,84429
0,140,140,818,227
0,287,287,818,89461
0,269,269,818,55975
0,196,196,818,76861
0,214,214,818,39618
0,147,147,818,36497
0,287,287,818,35547
0,191,191,818,93302
0,261,261,818,35025
0,169,169,818,27819
0,88,88,818,94976
0,269,269,818,8953
0,296,296,818,57715
0,141,141,818,79654
0,284,284,818,32651
0,217,217,818,65740
0,286,286,818,34909
1,241,391,818,92215
0,180,180,818,69206
0,273,273,818,49566
1,93,243,818,65479
0,246,246,818,89642
0,174,174,818,14667
0,77,77,818,38131
0,241,241,818,11152
0,88,88,818,70279
0,220,220,818,97298
0,90,90,818,23697
0,100,100,818,36020
0,94,94,818,66976
0,119,119,818,63186
0,172,172,818,43270
0,129,129,818,64948
0,130,130,818,1727
0,247,247,818,76650
0,217,217,818,59037
0,82,82,818,42637
0,117,117,818,91558
0,63,63,818,16688
0,76,76,818,77276
1,222,372,818,19157
0,185,185,818,67024
0,110,110,818,61443
0,153,153,818,7743
0,75,75,818,66887
0,250,250,818,15489
0,244,244,818,68815
0,118,118,818,44365
0,210,210,818,9454
0,138,138,818,95569
0,99,99,818,37602
0,192,192,818,7116
0,255,255,818,58471
0,165,165,818,19253
0,226,226,818,92381
0,103,103,818,93131
0,231,231,818,27001
0,103,103,818,76246
0,85,85,818,88526
0,76,76,818,52798
0,156,156,818,97504
0,212,212,818,62840
0,69,69,818,63748
0,137,137,818,62956
0,179,179,818,81716
0,69,69,818,62367
0,154,154,818,19439
0,253,253,818,42186
0,257,257,818,75270
0,150,150,818,70903
0,89,89,818,92115
0,115,115,818,12707
0,196,196,818,59012
0,168,168,818,37290
1,75,225,818,61689
0,146,146,818,52104
0,136,136,818,19805
0,271,271,818,40211
0,91,91,818,94600
0,217,217,818,44089
0,190,190,818,17490
0,91,91,818,62561
0,276,276,818,31834
0,214,214,818,17559
0,275,275,818,44014
0,179,179,818,80607
0,241,241,818,55020
0,275,275,818,80080
0,167,167,818,27810
0,65,65,818,67543
0,157,157,818,23411
0,246,246,818,57826
0,64,64,818,9348
0,186,186,818,54069
0,69,69,818,86950
0,190,190,818,80281
0,242,242,818,69053
0,216,216,818,14031
0,119,119,818,49127
0,194,194,818,5092
0,87,87,818,74651
0,222,222,818,7883
0,224,224,818,8188
0,297,297,818,75119
0,64,64,818,87042
0,238,238,818,61508
0,91,91,818,48817
0,255,255,818,15864
1,143,293,818,27030
0,158,158,818,25203
1,219,369,818,52372
0,135,135,818,60669
0,253,253,818,57040
0,78,78,818,62192
0,179,179,818,55548
1,178,328,818,33212
0,290,290,818,2597
0,135,135,818,27373
0,132,132,818,65053
0,211,211,818,97190
0,200,200,818,23584
0,178,178,818,9174
0,129,129,818,94533
1,193,343,818,63712
0,274,274,818,22139
0,281,281,818,92511
0,264,264,818,39449
0,100,100,818,91590
0,141,141,818,5332
0,113,113,818,84953
0,225,225,818,22681
0,278,278,818,20558
0,211,211,818,31906
0,99,99,818,42629
0,295,295,818,51538
0,156,156,818,2891
0,64,64,818,36743
0,165,165,818,92530
0,279,279,818,78110
0,63,63,818,3785
0,99,99,818,81748
0,203,203,818,77495
0,111,111,818,71064
0,90,90,818,7371
0,257,257,818,18923
0,262,262,818,76483
0,286,286,818,58065
0,72,72,818,8758
0,258,258,818,85856
0,72,72,818,77929
0,215,215,818,79293
0,214,214,818,14099
0,251,251,818,86598
0,139,139,818,68234
0,62,62,818,70345
0,276,276,818,23276
0,115,115,818,77864
0,96,96,818,49873
0,299,299,818,20721
0,223,223,818,41091
0,178,178,818,74695
0,105,105,818,53575
0,86,86,818,38464
0,139,139,818,14508
0,212,212,818,12007
0,298,298,818,79208
0,212,212,818,65589
0,269,269,818,57404
0,224,224,818,34390
0,138,138,818,47720
0,104,104,818,21449
0,234,234,818,91618
0,154,154,818,51283
0,290,290,818,58257
0,183,183,818,51778
0,201,201,818,91938
1,124,274,818,24705
0,157,157,818,28447
0,78,78,818,13470
0,79,79,818,96310
0,257,257,818,78141
0,86,86,818,74503
0,198,198,818,65103
0,277,277,818,95125
0,168,168,818,31053
0,196,196,818,62199
0,110,110,818,92500
0,281,281,818,15914
0,146,146,818,22602
0,260,260,818,85266
0,239,239,818,44511
0,102,102,818,59927
0,271,271,818,55079
0,262,262,818,55052
0,163,163,818,38441
0,120,120,818,56169
0,263,263,818,33032
0,266,266,818,29874
0,217,217,818,83996
0,132,132,818,6845
1,199,349,818,64155
0,159,159,818,64682
0,169,169,818,11753
0,220,220,818,50498
0,265,265,818,60695
0,253,253,818,34844
0,130,130,818,14167
0,229,229,818,9106
0,271,271,818,18372
0,279,279,818,25415
0,106,106,818,24536
0,197,197,818,86110
0,140,140,818,28140
0,125,125,818,6690
0,162,162,818,7429
0,269,269,818,4966
0,239,239,818,3549
0,300,300,818,92948
1,150,300,818,45565
0,162,162,818,39244
0,277,277,818,14760
0,291,291,818,70998
0,214,214,818,3554
0,248,248,818,7470
0,127,127,818,51826
0,217,217,818,59285
0,81,81,818,24536
0,230,230,818,35521
0,212,212,818,66252
0,108,108,818,75524
0,187,187,818,71363
0,82,82,818,95729
0,171,171,818,17735
0,299,299,818,42750
0,209,209,818,18942
0,104,104,818,54500
0,225,225,818,59367
0,66,66,818,57409
0,287,287,818,33171
0,284,284,818,97354
0,64,64,818,35188
0,70,70,818,27009
0,155,155,818,25346
0,222,222,818,10869
0,67,67,818,18819
0,248,248,818,45951
0,70,70,818,27973
0,219,219,818,96498
0,209,209,818,87071
0,289,289,818,53657
0,182,182,818,60284
0,106,106,818,23728
0,272,272,818,96459
0,162,162,818,53666
0,126,126,818,26243
0,234,234,818,32653
0,254,254,818,14831
0,109,109,818,29399
0,234,234,818,73190
0,130,130,818,13770
0,60,60,818,6669
0,222,222,818,56377
0,274,274,818,22989
0,227,227,818,70734
0,84,84,818,56729
0,172,172,818,64564
0,91,91,818,14475
0,272,272,818,70778
0,277,277,818,35357
0,181,181,818,10072
0,212,212,818,77822
0,267,267,818,16206
0,225,225,818,15884
0,164,164,818,36810
0,237,237,818,48357
0,90,90,818,89054
0,177,177,818,69821
0,217,217,818,51556
0,151,151,818,21541
0,157,157,818,31913
0,193,193,818,57994
0,140,140,818,73546
0,138,138,818,67667
0,200,200,818,13239
0,93,93,818,31197
0,203,203,818,37697
1,211,361,818,62596
0,287,287,818,66131
0,81,81,818,64789
0,139,139,818,17428
0,194,194,818,41875
0,149,149,818,69038
0,179,179,818,35264
0,89,89,818,38913
0,225,225,818,377
0,195,195,818,50846
0,60,60,818,37106
0,182,182,818,44032
0,149,149,818,69003
0,183,183,818,79341
0,182,182,818,35665
0,61,61,818,4180
0,161,161,818,18697
0,212,212,818,84476
0,234,234,818,49196
0,195,195,818,97509
0,283,283,818,12223
0,119,119,818,37673
0,170,170,818,34220
0,295,295,818,13222
1,247,397,818,41549
0,295,295,818,72039
0,264,264,818,93422
0,131,131,818,70333
0,198,198,818,80034
0,280,280,818,68342
0,204,204,818,69961
0,165,165,818,29847
0,176,176,818,2978
0,117,117,818,79017
0,71,71,818,12238
1,266,416,818,38931
0,154,154,818,51244
0,144,144,818,44997
1,267,417,818,23098
0,187,187,818,5460
0,231,231,818,2123
1,135,285,818,20452
0,94,94,818,41050
0,190,190,818,65314
0,274,274,818,3532
0,212,212,818,44443
1,85,235,818,88859
0,137,137,818,39571
0,74,74,818,20203
0,141,141,818,15562
1,258,408,818,5009
0,268,268,818,81140
1,165,315,818,7470
1,145,295,818,34305
0,152,152,818,63678
0,227,227,818,17964
0,225,225,818,70460
0,150,150,818,32659
0,117,117,818,7428
0,168,168,818,48682
0,269,269,818,34989
0,298,298,818,71465
0,83,83,818,52456
0,290,290,818,94131
0,119,119,818,6593
0,209,209,818,44195
0,77,77,818,30044
0,100,100,818,72365
0,234,234,818,56490
0,200,200,818,38284
0,91,91,818,5491
0,257,257,818,23339
0,131,131,818,26081
0,246,246,818,30338
0,204,204,818,26740
0,221,221,818,76339
0,118,118,818,68558
0,155,155,818,35845
0,50,50,1631,3781
0,80,80,1631,67050
0,49,49,1631,54611
0,49,49,1631,75118
0,20,20,1631,984
0,40,40,1631,53322
0,43,43,1631,25668
0,56,56,1631,4533
0,73,73,1631,65216
0,34,34,1631,47905
1,22,122,1631,86899
0,60,60,1631,70083
0,51,51,1631,78524
0,68,68,1631,49623
0,78,78,1631,94953
0,44,44,1631,60833
0,78,78,1631,43650
0,62,62,1631,84432
0,63,63,1631,47426
0,59,59,1631,52618
0,22,22,1631,33881
0,44,44,1631,10587
0,63,63,1631,65618
0,46,46,1631,82482
0,33,33,1631,813
0,49,49,1631,30382
0,26,26,1631,50354
0,49,49,1631,86449
0,23,23,1631,79849
0,46,46,1631,48382
0,27,27,1631,73532
0,44,44,1631,32333
0,34,34,1631,1625
0,28,28,1631,80588
0,45,45,1631,25954
1,72,172,1631,26153
0,53,53,1631,22184
0,48,48,1631,53848
0,32,32,1631,46750
0,47,47,1631,16933
0,61,61,1631,56437
0,62,62,1631,88881
1,49,149,1631,29823
0,34,34,1631,42509
0,47,47,1631,81699
0,29,29,1631,97379
0,25,25,1631,93057
0,73,73,1631,63083
0,59,59,1631,83148
0,32,32,1631,23350
0,39,39,1631,88519
0,34,34,1631,75679
0,80,80,1631,61010
0,48,48,1631,39608
0,53,53,1631,53849
0,40,40,1631,32737
0,71,71,1631,60137
0,46,46,1631,60194
0,58,58,1631,96952
0,41,41,1631,70518
0,38,38,1631,1641
0,54,54,1631,88337
0,70,70,1631,76790
0,43,43,1631,55659
0,24,24,1631,25804
0,68,68,1631,26179
0,33,33,1631,19505
0,47,47,1631,67371
0,40,40,1631,10767
0,35,35,1631,63054
0,56,56,1631,75108
0,52,52,1631,92585
0,50,50,1631,71753
0,44,44,1631,76496
0,62,62,1631,63335
0,43,43,1631,46849
0,60,60,1631,3771
0,74,74,1631,13448
0,26,26,1631,74042
0,41,41,1631,17645
1,29,129,1631,84465
0,56,56,1631,89131
0,76,76,1631,43361
0,73,73,1631,57585
0,35,35,1631,74746
0,25,25,1631,65596
0,60,60,1631,56622
0,55,55,1631,36248
0,56,56,1631,35835
0,21,21,1631,31326
0,20,20,1631,62870
0,35,35,1631,61126
0,32,32,1631,25571
0,30,30,1631,34817
0,34,34,1631,15424
0,78,78,1631,56106
0,71,71,1631,51996
0,25,25,1631,46273
0,76,76,1631,54117
0,67,67,1631,17910
0,57,57,1631,66247
0,47,47,1631,20709
0,63,63,1631,38461
0,57,57,1631,95119
0,41,41,1631,45507
0,23,23,1631,70452
0,20,20,1631,2682
0,47,47,1631,27604
1,27,127,1631,22935
1,80,180,1631,52539
0,40,40,1631,979
0,41,41,1631,93141
0,36,36,1631,35730
0,40,40,1631,74350
0,46,46,1631,72662
0,69,69,1631,5414
0,67,67,1631,32899
0,22,22,1631,69402
0,23,23,1631,71179
0,54,54,1631,33731
0,56,56,1631,26797
0,41,41,1631,25935
0,29,29,1631,6170
0,59,59,1631,81468
0,57,57,1631,89880
0,78,78,1631,30789
0,34,34,1631,61430
0,79,79,1631,25108
0,43,43,1631,72323
0,39,39,1631,74048
0,49,49,1631,67393
0,77,77,1631,4146
0,60,60,1631,19880
0,74,74,1631,95983
0,75,75,1631,85300
0,20,20,1631,28191
0,45,45,1631,14303
0,54,54,1631,78633
